suite,delay_ms,jitter_ms,rate_mbps,loss_pct,loss_correlation_pct,queue_depth_packets,common_link_category,algorithm,n_trials,n_valid_throughput,mean_throughput_mbps,median_throughput_mbps,std_throughput_mbps,sem_throughput_mbps,ci95_throughput_mbps,mean_utilization,median_utilization,std_utilization,sem_utilization,ci95_utilization,mean_retransmits,mean_retransmits_per_second,std_retransmits_per_second,sem_retransmits_per_second,ci95_retransmits_per_second,mean_rtt_ms,p95_rtt_ms,mean_cwnd_bytes,mean_snd_wnd_bytes,mean_convergence_time_s,ci95_convergence_time_s
delay,50.0,0.0,50.0,0.0,0.0,417,,reno,5,5,47.7940967306306,47.792011367525525,0.006597982866606635,0.0029507076408222723,0.008192477786230742,0.955881934612612,0.9558402273505106,0.00013195965733209773,5.901415281642981e-05,0.00016384955572457143,20.4,0.11333334097668077,0.010829791678397722,0.004843230075011769,0.013446962435113194,,,,,1.0003182000000002,0.0004965696714736766
delay,50.0,0.0,50.0,0.0,0.0,417,,vegas,5,5,47.81277904771933,47.81504062992323,0.0032034818634681553,0.001432640642280499,0.0039776480987671215,0.9562555809543868,0.9563008125984647,6.406963726935788e-05,2.8652812845607642e-05,7.955296197533595e-05,0.0,0.0,0.0,0.0,0.0,,,,,1.0001631999999998,4.4469949512867296e-05
delay,100.0,0.0,50.0,0.0,0.0,833,,bbrv3,5,5,46.771193228109624,46.79560189250384,0.09887635081908343,0.04421884835971751,0.1227712050858214,0.9354238645621924,0.9359120378500768,0.001977527016381648,0.000884376967194341,0.002455424101716402,0.0,0.0,0.0,0.0,0.0,,,,,1.200409,0.5553502725934868
delay,100.0,0.0,50.0,0.0,0.0,833,,cubic,5,5,47.83024511487833,47.82091094760179,0.024202766807369838,0.010823806364970903,0.03005170420163224,0.9566049022975666,0.9564182189520358,0.0004840553361473937,0.0002164761272994167,0.000601034084032641,135.4,0.7522227496065694,0.010092323992700467,0.004513424499726067,0.012531275359944263,,,,,1.0003366,0.0004647785691765687
delay,100.0,0.0,50.0,0.0,0.0,833,,reno,5,5,47.80569499071067,47.80343626710188,0.0031254179787407153,0.0013977294117128464,0.0038807189835411314,0.9561138998142134,0.9560687253420376,6.250835957484805e-05,2.795458823427202e-05,7.761437967086452e-05,4.2,0.023333304432255647,0.004648077305709192,0.002078683364047965,0.005771350251367067,,,,,1.0002202,0.00014658841371407308
delay,100.0,0.0,50.0,0.0,0.0,833,,vegas,5,5,47.81042024165888,47.809289846317796,0.0025781257939443683,0.0011529729059610446,0.003201165981181224,0.9562084048331776,0.956185796926356,5.156251587887225e-05,2.305945811921413e-05,6.40233196236057e-05,0.0,0.0,0.0,0.0,0.0,,,,,1.000164,2.368943925746657e-05
delay,200.0,0.0,50.0,0.0,0.0,1667,,bbrv3,5,5,46.5988089526236,46.679351517954025,0.13600511711213645,0.060823337430111396,0.16887265748962685,0.9319761790524719,0.9335870303590805,0.002720102342242725,0.001216466748602226,0.0033774531497925316,0.0,0.0,0.0,0.0,0.0,,,,,1.0004914,0.0005944430567827321
delay,200.0,0.0,50.0,0.0,0.0,1667,,cubic,5,5,47.820899895663345,47.820901649089265,2.113267526876427e-05,9.450819689477109e-06,2.62396820669557e-05,0.9564179979132668,0.9564180329817853,4.2265350536326257e-07,1.890163937841654e-07,5.247936413241856e-07,324.2,1.8011114459818256,0.010686464886824142,0.004779132385220675,0.013268998718038223,,,,,1.2002688000000004,0.5555321001977825
delay,200.0,0.0,50.0,0.0,0.0,1667,,reno,5,5,47.813949073895664,47.815032395116404,0.004880338637168536,0.002182553789185506,0.006059740784815006,0.9562789814779131,0.956300647902328,9.760677274337677e-05,4.365107578371282e-05,0.00012119481569630762,1.6,0.008888899240793623,0.0030429104200727797,0.001360830909745035,0.00377827231836347,,,,,1.0003396,0.0004597508063834023
delay,200.0,0.0,50.0,0.0,0.0,1667,,vegas,5,5,47.81276087713405,47.809278159593205,0.005198989652798662,0.0023250588555951673,0.006455398278913998,0.9562552175426811,0.9561855631918641,0.00010397979305595866,4.650117711189683e-05,0.00012910796557826187,0.0,0.0,0.0,0.0,0.0,,,,,1.00016,4.5435402272525845e-05
delay,500.0,0.0,50.0,0.0,0.0,4167,,bbrv3,5,5,44.93259308495707,44.8501855707975,0.31314526723101,0.14004282087217512,0.3888212045286427,0.8986518616991415,0.89700371141595,0.006262905344620206,0.002800856417443505,0.007776424090572862,0.0,0.0,0.0,0.0,0.0,,,,,1.8004740000000001,2.221532341702862
delay,500.0,0.0,50.0,0.0,0.0,4167,,cubic,5,5,47.820866952608995,47.82092263716552,0.00011549256885704326,5.164984697208478e-05,0.00014340296480986014,0.95641733905218,0.9564184527433105,2.3098513771427892e-06,1.032996939442556e-06,2.8680592961995913e-06,1101.8,6.121108034264692,0.021301807966819013,0.009526458131490778,0.02644968804904934,,,,,1.000183,1.3798680782202783e-05
delay,500.0,0.0,50.0,0.0,0.0,4167,,reno,5,5,47.81970452481828,47.82085781329319,0.0025965064093846873,0.0011611929670796116,0.0032239885296382964,0.9563940904963655,0.9564171562658638,5.193012818771808e-05,2.3223859341603117e-05,6.447977059279615e-05,0.0,0.0,0.0,0.0,0.0,,,,,1.0001446,2.8674105636424674e-05
delay,500.0,0.0,50.0,0.0,0.0,4167,,vegas,5,5,47.66125670562276,47.82064368322628,0.2193034840428197,0.09807549960445705,0.27230124081662344,0.9532251341124551,0.9564128736645255,0.00438606968085636,0.001961509992089126,0.005446024816332427,0.0,0.0,0.0,0.0,0.0,,,,,1.0003808,0.00037271373860739697
delay,1000.0,0.0,50.0,0.0,0.0,8333,,bbrv3,5,5,43.0323880285296,43.2188314771286,0.6030960189828898,0.26971273908104904,0.7488426142310697,0.8606477605705921,0.8643766295425721,0.01206192037965778,0.005394254781620973,0.014976852284621372,0.0,0.0,0.0,0.0,0.0,,,,,1.0001773999999999,0.000165329321502261
delay,1000.0,0.0,50.0,0.0,0.0,8333,,cubic,5,5,47.82099240303226,47.820977365653576,0.00013527697298474438,6.049770147685821e-05,0.0001679685471411406,0.956419848060645,0.9564195473130715,2.705539459678111e-06,1.2099540295296614e-06,3.359370942801981e-06,2873.8,15.96558936168005,0.04702473809712859,0.021030102201860728,0.05838892432016567,,,,,3.2002936000000006,2.5448591654042145
delay,1000.0,0.0,50.0,0.0,0.0,8333,,reno,5,5,47.8185280671675,47.82063916685595,0.0031139703061383215,0.0013926098568882235,0.0038665048206075153,0.95637056134335,0.956412783337119,6.227940612278059e-05,2.7852197137770803e-05,7.733009641216789e-05,0.0,0.0,0.0,0.0,0.0,,,,,1.0003544,0.0004645355260863556
delay,1000.0,0.0,50.0,0.0,0.0,8333,,vegas,5,5,39.79460846903311,42.898179024217,7.440662819721824,3.327565572510652,9.238803146021912,0.7958921693806621,0.85796358048434,0.1488132563944365,0.06655131145021305,0.18477606292043824,0.0,0.0,0.0,0.0,0.0,,,,,1.0002922,0.0005315158809180271
loss,50.0,0.0,50.0,0.0,0.0,417,,bbrv3,5,5,47.052016060020755,47.02887919525802,0.0794081881107373,0.03551242131713984,0.09859828833969486,0.9410403212004151,0.9405775839051604,0.0015881637622147428,0.0007102484263427953,0.001971965766793893,0.0,0.0,0.0,0.0,0.0,,,,,1.0003237999999999,0.0005119529884954132
loss,50.0,0.0,50.0,0.0,0.0,417,,cubic,5,5,47.81858826919523,47.82088198938896,0.003188200890480957,0.0014258067834081564,0.003958674264751394,0.9563717653839046,0.9564176397877792,6.376401780965572e-05,2.8516135668179486e-05,7.917348529507329e-05,55.6,0.30888906792610227,0.015515881742460061,0.006938913261397716,0.01926551175999978,,,,,1.0001996,5.713408647555076e-05
