suite,delay_ms,jitter_ms,rate_mbps,loss_pct,loss_correlation_pct,queue_depth_packets,common_link_category,algorithm,n_trials,n_valid_throughput,mean_throughput_mbps,median_throughput_mbps,std_throughput_mbps,sem_throughput_mbps,ci95_throughput_mbps,mean_utilization,median_utilization,std_utilization,sem_utilization,ci95_utilization,mean_retransmits,mean_retransmits_per_second,std_retransmits_per_second,sem_retransmits_per_second,ci95_retransmits_per_second,mean_rtt_ms,p95_rtt_ms,mean_cwnd_bytes,mean_snd_wnd_bytes,mean_convergence_time_s,ci95_convergence_time_s
loss,50.0,0.0,50.0,3.0,0.0,417,,vegas,5,5,1.0951746010938392,1.07188813384326,0.08835024080039941,0.0395114288516337,0.10970131323448948,0.021903492021876782,0.0214377626768652,0.0017670048160079884,0.000790228577032674,0.0021940262646897896,516.4,2.868876383785087,0.056089068623912615,0.025083794047543836,0.06964377720309277,,,,,12.201485,27.756381085693928
rate,50.0,0.0,1.0,0.0,0.0,8,,bbrv3,5,5,0.9437217575641244,0.9437198680086836,3.73521213140898e-06,1.6704376472424712e-06,4.637878429224486e-06,0.9437217575641244,0.9437198680086836,3.73521213140898e-06,1.6704376472424712e-06,4.637878429224486e-06,796.0,4.422237696453861,0.18541866064905804,0.08292174590165181,0.2302276755230968,,,,,4.0016844,0.0007804155056820503
rate,50.0,0.0,1.0,0.0,0.0,8,,cubic,5,5,0.9495480530368825,0.9495505429299538,7.746491456025147e-06,3.46433629655871e-06,9.6185395533395e-06,0.9495480530368825,0.9495505429299538,7.746491456025147e-06,3.46433629655871e-06,9.6185395533395e-06,236.0,1.311116948812113,0.007855931944741011,0.0035132795710106045,0.009754427868123815,,,,,1.0019404,0.0005308833127777136
rate,50.0,0.0,1.0,0.0,0.0,8,,reno,5,5,0.9006087345542662,0.902931415130293,0.0031871818932751304,0.001425351074003934,0.003957409012606649,0.9006087345542662,0.902931415130293,0.0031871818932751304,0.001425351074003934,0.003957409012606649,587.0,3.2611055154869697,0.018828631434987638,0.008420419962384353,0.02337883378827187,,,,,2.6025093999999998,1.8827608076573872
rate,50.0,0.0,1.0,0.0,0.0,8,,vegas,5,5,0.8738107431026222,0.8738119789247659,0.052267424748984416,0.023374702949516806,0.06489857958963849,0.8738107431026222,0.8738119789247659,0.052267424748984416,0.023374702949516806,0.06489857958963849,169.2,0.9399965954737743,0.6105687573846165,0.2730546492899158,0.7581212444724883,,,,,1.4022372,1.1109975405069847
rate,50.0,0.0,5.0,0.0,0.0,42,,bbrv3,5,5,4.668497622457155,4.666182772044405,0.003200225598366171,0.0014311843962563396,0.003973604911621381,0.9336995244914309,0.9332365544088811,0.0006400451196732201,0.00028623687925126163,0.0007947209823242587,81.2,0.4511110871287311,0.24540158983102886,0.10974692732974033,0.30470631919515606,,,,,58.668973666666666,72.00878650846886
rate,50.0,0.0,5.0,0.0,0.0,42,,cubic,5,5,4.782650638698816,4.78266720719209,6.555193911600107e-05,2.931571838406117e-05,8.139348281278376e-05,0.9565301277397632,0.956533441438418,1.31103878232036e-05,5.863143676813748e-06,1.6278696562560957e-05,89.4,0.49666450181229915,0.0030462758963197842,0.0013623359964780278,0.003782451109056186,,,,,,
rate,50.0,0.0,5.0,0.0,0.0,42,,reno,5,5,4.746561844510431,4.747725256777693,0.0026093736612832472,0.0011669473770653702,0.0032399653330765573,0.9493123689020863,0.9495450513555387,0.0005218747322566297,0.00023338947541306522,0.0006479930666152869,188.2,1.0455572828461508,0.0072445745095657075,0.0032398722142902244,0.008995327350832447,,,,,,
rate,50.0,0.0,5.0,0.0,0.0,42,,vegas,5,5,4.776853563326101,4.776859013589136,0.004104714570578685,0.0018356841616095595,0.005096676305189987,0.9553707126652201,0.9553718027178272,0.000820942914115737,0.00036713683232191186,0.0010193352610379971,0.0,0.0,0.0,0.0,0.0,,,,,,
rate,50.0,0.0,10.0,0.0,0.0,83,,bbrv3,5,5,9.326513330318296,9.326507454519065,3.2705815608217004e-05,1.462648539190937e-05,4.0609633772613874e-05,0.9326513330318298,0.9326507454519065,3.2705815608184254e-06,1.4626485391894724e-06,4.060963377257321e-06,255.8,1.4211131723258168,0.322687166209846,0.14431008782239776,0.40066903696516076,,,,,3.200663,0.5555883370998002
rate,50.0,0.0,10.0,0.0,0.0,83,,cubic,5,5,9.56418867326747,9.56532670898926,0.0026111656388566945,0.001167748773799047,0.003242190367115095,0.9564188673267469,0.9565326708989261,0.00026111656388567945,0.00011677487737990917,0.00032421903671152195,63.0,0.35000039277574985,0.003929461911934979,0.0017573087900165812,0.004879071388362603,,,,,1.0009546,0.0014334884756408972
rate,50.0,0.0,10.0,0.0,0.0,83,,reno,5,5,9.515263079704088,9.512980339852797,0.0031681754772264472,0.0014168511463452345,0.003933809430064116,0.9515263079704088,0.9512980339852797,0.00031681754772266475,0.0001416851146345324,0.0003933809430064365,101.2,0.562223325015278,0.008241398775908486,0.003685665578522986,0.010233048154886158,,,,,2.0006972,2.7765088542842022
rate,50.0,0.0,10.0,0.0,0.0,83,,vegas,5,5,9.552528048428929,9.55366293424116,0.0048702381187784305,0.002178036700039853,0.0060471993347668155,0.9552528048428931,0.955366293424116,0.00048702381187786035,0.00021780367000399304,0.0006047199334767031,0.0,0.0,0.0,0.0,0.0,,,,,1.0004218000000002,0.0004243280212815019
rate,50.0,0.0,25.0,0.0,0.0,208,,bbrv3,5,5,23.28775115339055,23.28423797617024,0.01211435851676529,0.005417705829458143,0.015041962831600642,0.931510046135622,0.9313695190468095,0.00048457434067059404,0.00021670823317831785,0.0006016785132640038,317.4,1.763337057151158,0.8751543711791464,0.3913809329525308,1.086647675563802,,,,,3.4004076,0.6797898211801418
rate,50.0,0.0,25.0,0.0,0.0,208,,cubic,5,5,23.90985877538873,23.91331291977941,0.00523291241253531,0.002340229574946275,0.006497518948398711,0.9563943510155491,0.9565325167911765,0.00020931649650140816,9.36091829978491e-05,0.00025990075793594315,52.4,0.2911110877548847,0.0395969261305913,0.01770828370560797,0.04916607761588918,,,,,1.0003039999999999,0.00018856334806841978
rate,50.0,0.0,25.0,0.0,0.0,208,,reno,5,5,23.876098767686774,23.878439781994576,0.00326614560815857,0.0014606647208509909,0.004055455414541843,0.9550439507074711,0.955137591279783,0.0001306458243263426,5.842658883403954e-05,0.00016221821658167344,38.8,0.2155557504840114,0.012668285477743709,0.005665429497321666,0.015729753996681965,,,,,1.000629,0.0006024534014361996
rate,50.0,0.0,25.0,0.0,0.0,208,,vegas,5,5,23.83293649270016,23.83181965537986,0.013285113935289883,0.005941283569627584,0.016495647685484612,0.9533174597080063,0.9532727862151944,0.0005314045574115732,0.0002376513427850935,0.000659825907419357,0.0,0.0,0.0,0.0,0.0,,,,,1.000571,0.0005413783184046568
rate,50.0,0.0,50.0,0.0,0.0,417,,bbrv3,5,5,47.04956507027739,47.05775705106334,0.0558090365890716,0.024958559914387418,0.06929607150708694,0.9409913014055478,0.9411551410212669,0.0011161807317814527,0.0004991711982877576,0.0013859214301417645,1.8,0.00999999777777827,0.02236067480595905,0.00999999777777827,0.027764444882101346,,,,,1.0001042,9.421685545873168e-05
rate,50.0,0.0,50.0,0.0,0.0,417,,cubic,5,5,47.82082928035967,47.82085861030694,9.196214953137373e-05,4.112672354183042e-05,0.00011418609027053815,0.9564165856071936,0.9564171722061389,1.8392429906336224e-06,8.225344708393577e-07,2.2837218054183962e-06,59.2,0.32888846074228095,0.004647793045570591,0.0020785562390493234,0.005770997295786839,,,,,1.0001630000000001,4.154474885985127e-05
rate,50.0,0.0,50.0,0.0,0.0,417,,reno,5,5,47.79061528807684,47.791763911111104,0.0026096298617424704,0.0011670619533939084,0.0032402834479630985,0.9558123057615369,0.9558352782222221,5.2192597234849044e-05,2.3341239067878e-05,6.480566895926151e-05,20.4,0.11333337395682955,0.011520268611268635,0.005152020746770753,0.014304302784249165,,,,,1.0001618,2.2732965560609656e-05
rate,50.0,0.0,50.0,0.0,0.0,417,,vegas,5,5,47.802225073640486,47.809060096984744,0.01038666467459399,0.004645057654377579,0.012896747587858198,0.9560445014728097,0.9561812019396949,0.0002077332934918952,9.290115308755846e-05,0.000257934951757183,0.0,0.0,0.0,0.0,0.0,,,,,1.0000996,7.719615907659074e-05
rate,50.0,0.0,75.0,0.0,0.0,625,,bbrv3,5,5,70.68799911540934,70.64493453607474,0.1577078521733975,0.07052909560904094,0.1958201622777493,0.9425066548721246,0.9419324604809965,0.0021027713623119892,0.0009403879414538895,0.0026109354970366857,0.0,0.0,0.0,0.0,0.0,,,,,1.0002408,0.0004762573798121367
rate,50.0,0.0,75.0,0.0,0.0,625,,cubic,5,5,71.73192903885831,71.7339061172602,0.003196407340412776,0.0014294768193884556,0.003968863918184795,0.9564257205181107,0.9564520815634694,4.261876453885264e-05,1.9059690925186396e-05,5.2918185575816674e-05,56.2,0.3122222477686768,0.09081245652531021,0.04061256519886759,0.1127585578559224,,,,,1.0001136000000002,2.4827070867901613e-05
rate,50.0,0.0,75.0,0.0,0.0,625,,reno,5,5,71.69572489903399,71.6989318432135,0.005144857717565233,0.0023008503182080546,0.006388184603781551,0.9559429986537866,0.9559857579095133,6.859810290086584e-05,3.0678004242772305e-05,8.517579471708246e-05,14.4,0.07999991014858114,0.010829729975478423,0.004843202480627377,0.013446885820819716,,,,,1.0001034,1.627480031909787e-05
rate,50.0,0.0,75.0,0.0,0.0,625,,vegas,5,5,71.71677448681983,71.71678692270856,0.0040056227299273125,0.0017913689432671504,0.004973637534137433,0.9562236598242644,0.9562238256361142,5.340830306568355e-05,2.3884919243555767e-05,6.631516712181512e-05,0.0,0.0,0.0,0.0,0.0,,,,,1.0002887999999999,0.0005084545090843407
